"","Participant","Gender","Fit","Condition","Belonging","WomenContributeNorm","NotMakeFunNorm","ExcludeNorm","FriendlyNorm","GoodatMathNorm","TreatDifferentlyNorm","DefertoMenNorm","AskHelpNorm","Ratio","AverageFace"
"1658","13","2","","9","","5","4","2","1","6","1","7","2",NA,NA
"1659","13","2","","3","","7","7","1","7","4","1","1","7",NA,NA
"1660","13","2","","12","","4","7","2","6","3","5","4","7",NA,NA
"1661","13","2","","9","","6","3","6","4","6","1","2","7",NA,NA
"1662","13","2","","3","","5","5","3","4","2","3","4","6",NA,NA
"1663","13","2","","0","","7","7","1","7","1","1","1","7",NA,NA
"1664","13","2","","0","","6","7","1","7","1","1","1","7",NA,NA
"1665","13","2","","9","","1","7","1","7","1","1","1","7",NA,NA
"1666","13","2","","6","","4","7","1","7","1","1","1","7",NA,NA
"1668","13","2","","0","","5","7","1","7","1","1","1","7",NA,NA
"1670","13","2","","3","","7","7","1","1","1","1","1","7",NA,NA
"1671","13","2","","0","","7","7","1","7","7","1","1","7",NA,NA
"1672","13","2","","12","","1","5","2","4","1","1","1","5",NA,NA
"1673","13","2","","12","","1","7","1","4","1","2","1","5",NA,NA
"1674","13","2","","3","","5","7","1","7","1","1","1","7",NA,NA
"1675","13","2","","9","","4","7","1","7","1","1","3","7",NA,NA
"1676","13","2","","6","","5","7","1","7","1","1","1","7",NA,NA
"1679","13","2","","9","","5","2","1","7","1","3","1","4",NA,NA
"1680","13","2","","9","","1","7","1","7","1","1","2","6",NA,NA
"1681","13","2","","12","","1","4","3","5","1","3","1","5",NA,NA
"1682","13","2","","0","","4","6","3","3","6","5","3","5",NA,NA
"1683","13","2","","12","","3","4","2","2","3","2","5","6",NA,NA
"1684","13","2","","3","","7","5","6","3","3","6","2","6",NA,NA
"1685","13","2","","6","","6","7","3","4","7","1","5","6",NA,NA
"1686","13","2","","6","","1","6","2","6","1","5","1","1",NA,NA
"1687","13","2","","0","","2","2","6","5","2","7","1","3",NA,NA
"1688","13","2","","3","","2","4","4","4","4","4","4","4",NA,NA
"1689","13","2","","0","","7","7","2","7","2","1","2","7",NA,NA
"1690","13","2","","0","","1","7","1","7","1","1","1","7",NA,NA
"1691","13","2","","6","","1","7","1","6","1","1","1","7",NA,NA
"1692","13","2","","0","","4","7","1","7","1","1","1","7",NA,NA
"1693","13","2","","6","","7","7","1","7","1","1","1","6",NA,NA
"1694","13","2","","3","","7","7","1","7","3","1","1","7",NA,NA
"1695","13","2","","6","","7","5","4","1","3","1","6","1",NA,NA
"1696","13","2","","12","","1","7","2","4","1","1","1","6",NA,NA
"1697","13","2","","3","","7","7","1","7","1","1","1","7",NA,NA
"1699","13","2","","12","","1","4","4","7","1","1","1","3",NA,NA
"1700","13","2","","12","","2","3","1","7","1","5","1","6",NA,NA
"1701","13","2","","6","","","","","","","","","",3,NA
"1702","13","2","","12","","","","","","","","","",12,NA
"1703","13","2","","9","","","","","","","","","",10,NA
"1704","13","2","","9","","","","","","","","","",9,NA
"1705","13","2","","6","","","","","","","","","",6,NA
"1706","13","2","","6","","","","","","","","","",5,NA
"1707","13","2","","6","","","","","","","","","",7,NA
"1708","13","2","","9","","","","","","","","","",8,NA
"1709","13","2","","0","","","","","","","","","",11,NA
"1710","13","2","","12","","","","","","","","","",11,NA
"1711","13","2","","12","","","","","","","","","",10,NA
"1712","13","2","","0","","","","","","","","","",3,NA
"1714","13","2","","3","","","","","","","","","",9,NA
"1715","13","2","","3","","","","","","","","","",8,NA
"1716","13","2","","6","","","","","","","","","",4,NA
"1719","13","2","","12","","","","","","","","","",13,NA
"1720","13","2","","9","","","","","","","","","",6,NA
"1721","13","2","","0","","","","","","","","","",1,NA
"1722","13","2","","3","","","","","","","","","",3,NA
"1724","13","2","","6","","","","","","","","","",8,NA
"1728","13","2","","6","","","","","","","","","",11,NA
"1731","13","2","","3","","","","","","","","","",4,NA
"1734","13","2","","3","","","","","","","","","",6,NA
"1736","13","2","","9","","","","","","","","","",11,NA
"1740","13","2","","9","","","","","","","","","",7,NA
"1747","13","2","","6","","","","","","","","","",10,NA
"1750","13","2","","3","","","","","","","","","",2,NA
"1751","13","2","","6","","","","","","","","","",NA,10
"1752","13","2","","0","","","","","","","","","",NA,2
"1753","13","2","","3","","","","","","","","","",NA,12
"1754","13","2","","0","","","","","","","","","",NA,9
"1755","13","2","","0","","","","","","","","","",NA,1
"1756","13","2","","6","","","","","","","","","",NA,4
"1757","13","2","","3","","","","","","","","","",NA,3
"1758","13","2","","9","","","","","","","","","",NA,7
"1759","13","2","","6","","","","","","","","","",NA,5
"1761","13","2","","12","","","","","","","","","",NA,21
"1762","13","2","","9","","","","","","","","","",NA,17
"1763","13","2","","9","","","","","","","","","",NA,12
"1764","13","2","","3","","","","","","","","","",NA,7
"1765","13","2","","3","","","","","","","","","",NA,4
"1766","13","2","","6","","","","","","","","","",NA,11
"1768","13","2","","6","","","","","","","","","",NA,6
"1769","13","2","","12","","","","","","","","","",NA,4
"1771","13","2","","9","","","","","","","","","",NA,9
"1772","13","2","","3","","","","","","","","","",NA,11
"1773","13","2","","12","","","","","","","","","",NA,16
"1774","13","2","","12","","","","","","","","","",NA,15
"1777","13","2","","12","","","","","","","","","",NA,20
"1779","13","2","","0","","","","","","","","","",NA,4
"1780","13","2","","0","","","","","","","","","",NA,3
"1781","13","2","","9","","","","","","","","","",NA,15
"1783","13","2","","0","","","","","","","","","",NA,10
"1785","13","2","","3","","","","","","","","","",NA,2
"1786","13","2","","6","","","","","","","","","",NA,12
"1787","13","2","","3","","","","","","","","","",NA,14
"1788","13","2","","9","","","","","","","","","",NA,11
"1792","13","2","","12","","","","","","","","","",NA,18
"1794","13","2","","6","","","","","","","","","",NA,7
"1799","13","2","","3","","","","","","","","","",NA,1
"2201","16","2","5","12","4","","","","","","","","",NA,NA
"2202","16","2","7","0","6","","","","","","","","",NA,NA
"2203","16","2","3","12","1","","","","","","","","",NA,NA
"2204","16","2","8","0","9","","","","","","","","",NA,NA
"2206","16","2","6","0","6","","","","","","","","",NA,NA
"2208","16","2","6","9","6","","","","","","","","",NA,NA
"2209","16","2","4","9","1","","","","","","","","",NA,NA
"2210","16","2","7","3","7","","","","","","","","",NA,NA
"2211","16","2","6","3","7","","","","","","","","",NA,NA
"2212","16","2","8","0","7","","","","","","","","",NA,NA
"2213","16","2","9","3","9","","","","","","","","",NA,NA
"2214","16","2","8","9","7","","","","","","","","",NA,NA
"2215","16","2","2","9","3","","","","","","","","",NA,NA
"2216","16","2","7","3","8","","","","","","","","",NA,NA
"2217","16","2","4","6","5","","","","","","","","",NA,NA
"2218","16","2","8","3","9","","","","","","","","",NA,NA
"2220","16","2","8","6","8","","","","","","","","",NA,NA
"2221","16","2","5","9","5","","","","","","","","",NA,NA
"2222","16","2","6","6","6","","","","","","","","",NA,NA
"2223","16","2","6","3","6","","","","","","","","",NA,NA
"2224","16","2","8","3","7","","","","","","","","",NA,NA
"2226","16","2","5","12","5","","","","","","","","",NA,NA
"2228","16","2","5","6","5","","","","","","","","",NA,NA
"2230","16","2","7","0","7","","","","","","","","",NA,NA
"2231","16","2","3","12","3","","","","","","","","",NA,NA
"2232","16","2","3","9","3","","","","","","","","",NA,NA
"2233","16","2","6","6","7","","","","","","","","",NA,NA
"2235","16","2","2","12","1","","","","","","","","",NA,NA
"2237","16","2","3","12","2","","","","","","","","",NA,NA
"2238","16","2","3","9","4","","","","","","","","",NA,NA
"2239","16","2","9","0","9","","","","","","","","",NA,NA
"2245","16","2","6","0","7","","","","","","","","",NA,NA
"2246","16","2","5","6","6","","","","","","","","",NA,NA
"2250","16","2","7","0","9","","","","","","","","",NA,NA
"2251","16","2","","12","","3","3","4","4","4","4","4","4",NA,NA
"2252","16","2","","3","","4","5","4","5","4","3","3","4",NA,NA
"2253","16","2","","3","","6","6","2","6","6","2","2","6",NA,NA
"2254","16","2","","12","","4","4","3","4","3","4","4","3",NA,NA
"2255","16","2","","6","","5","5","3","5","5","3","3","5",NA,NA
"2256","16","2","","9","","5","5","4","4","4","4","4","5",NA,NA
"2257","16","2","","6","","6","6","3","6","5","2","2","5",NA,NA
"2258","16","2","","9","","4","5","3","4","4","4","3","4",NA,NA
"2259","16","2","","9","","6","5","3","5","5","3","3","4",NA,NA
"2260","16","2","","3","","7","6","1","7","6","2","1","6",NA,NA
"2261","16","2","","0","","5","4","2","5","5","2","2","5",NA,NA
"2262","16","2","","6","","3","4","4","5","3","4","3","4",NA,NA
"2263","16","2","","3","","6","6","3","6","5","2","2","5",NA,NA
"2264","16","2","","3","","5","5","2","5","5","2","2","5",NA,NA
"2265","16","2","","12","","4","5","4","5","4","3","4","4",NA,NA
"2266","16","2","","6","","5","6","3","5","5","2","2","5",NA,NA
"2267","16","2","","0","","6","6","2","6","6","2","2","6",NA,NA
"2268","16","2","","6","","5","5","3","5","5","3","2","4",NA,NA
"2270","16","2","","0","","7","7","2","6","6","2","2","6",NA,NA
"2271","16","2","","12","","3","3","3","4","3","4","4","3",NA,NA
"2272","16","2","","0","","5","4","3","5","4","3","3","5",NA,NA
"2274","16","2","","0","","5","5","3","5","5","3","4","5",NA,NA
"2275","16","2","","3","","5","5","3","5","5","3","2","5",NA,NA
"2276","16","2","","0","","7","6","2","7","6","1","2","6",NA,NA
"2277","16","2","","12","","3","4","4","4","3","4","5","4",NA,NA
"2278","16","2","","9","","5","4","3","5","3","3","3","5",NA,NA
"2279","16","2","","9","","5","5","3","5","5","3","3","5",NA,NA
"2280","16","2","","12","","2","4","4","4","3","4","4","4",NA,NA
"2282","16","2","","12","","2","3","3","4","2","5","5","3",NA,NA
"2283","16","2","","3","","6","6","3","6","6","1","2","6",NA,NA
"2284","16","2","","3","","7","6","2","6","6","2","1","6",NA,NA
"2285","16","2","","6","","5","5","3","5","5","5","2","5",NA,NA
"2286","16","2","","3","","6","6","2","6","4","2","2","6",NA,NA
"2287","16","2","","12","","2","4","3","4","3","4","3","4",NA,NA
"2288","16","2","","9","","3","4","4","5","3","4","4","3",NA,NA
"2290","16","2","","6","","7","6","1","6","6","1","1","6",NA,NA
"2291","16","2","","0","","7","6","2","6","5","1","1","6",NA,NA
"2292","16","2","","12","","3","3","4","3","3","5","5","3",NA,NA
"2293","16","2","","9","","3","4","3","5","4","3","4","4",NA,NA
"2294","16","2","","3","","5","5","3","4","4","3","2","5",NA,NA
"2295","16","2","","0","","5","5","3","5","5","3","3","5",NA,NA
"2296","16","2","","6","","3","3","5","3","4","4","5","4",NA,NA
"2298","16","2","","9","","5","4","3","5","4","3","3","4",NA,NA
"2299","16","2","","12","","2","4","4","3","3","4","5","3",NA,NA
"2300","16","2","","6","","5","5","4","4","4","4","3","5",NA,NA
"2301","16","2","","9","","","","","","","","","",12,NA
"2302","16","2","","9","","","","","","","","","",13,NA
"2303","16","2","","12","","","","","","","","","",13,NA
"2304","16","2","","0","","","","","","","","","",4,NA
"2305","16","2","","0","","","","","","","","","",1,NA
"2306","16","2","","3","","","","","","","","","",1,NA
"2307","16","2","","3","","","","","","","","","",4,NA
"2309","16","2","","3","","","","","","","","","",3,NA
"2311","16","2","","0","","","","","","","","","",2,NA
"2312","16","2","","9","","","","","","","","","",11,NA
"2316","16","2","","6","","","","","","","","","",10,NA
"2319","16","2","","6","","","","","","","","","",4,NA
"2320","16","2","","3","","","","","","","","","",6,NA
"2321","16","2","","3","","","","","","","","","",7,NA
"2322","16","2","","9","","","","","","","","","",6,NA
"2324","16","2","","6","","","","","","","","","",13,NA
"2326","16","2","","6","","","","","","","","","",9,NA
"2334","16","2","","3","","","","","","","","","",2,NA
"2336","16","2","","6","","","","","","","","","",7,NA
"2338","16","2","","6","","","","","","","","","",6,NA
"2340","16","2","","9","","","","","","","","","",9,NA
"2351","16","2","","6","","","","","","","","","",NA,4
"2352","16","2","","0","","","","","","","","","",NA,5
"2353","16","2","","12","","","","","","","","","",NA,3
"2354","16","2","","3","","","","","","","","","",NA,5
"2355","16","2","","9","","","","","","","","","",NA,4
"2356","16","2","","3","","","","","","","","","",NA,4
"2357","16","2","","12","","","","","","","","","",NA,5
"2360","16","2","","12","","","","","","","","","",NA,10
"2361","16","2","","9","","","","","","","","","",NA,7
"2362","16","2","","0","","","","","","","","","",NA,6
"2365","16","2","","0","","","","","","","","","",NA,7
"2366","16","2","","9","","","","","","","","","",NA,6
"2368","16","2","","6","","","","","","","","","",NA,6
"2369","16","2","","12","","","","","","","","","",NA,4
"2372","16","2","","0","","","","","","","","","",NA,4
"2373","16","2","","0","","","","","","","","","",NA,2
"2375","16","2","","12","","","","","","","","","",NA,11
"2376","16","2","","6","","","","","","","","","",NA,3
"2380","16","2","","12","","","","","","","","","",NA,2
"2381","16","2","","9","","","","","","","","","",NA,2
"2386","16","2","","9","","","","","","","","","",NA,3
"2387","16","2","","3","","","","","","","","","",NA,3
"2390","16","2","","9","","","","","","","","","",NA,5
"2394","16","2","","3","","","","","","","","","",NA,6
"2396","16","2","","6","","","","","","","","","",NA,5
"3201","19","2","5","6","7","","","","","","","","",NA,NA
"3202","19","2","6","9","3","","","","","","","","",NA,NA
"3203","19","2","9","0","9","","","","","","","","",NA,NA
"3204","19","2","9","0","6","","","","","","","","",NA,NA
"3205","19","2","8","6","5","","","","","","","","",NA,NA
"3206","19","2","9","0","7","","","","","","","","",NA,NA
"3207","19","2","1","9","1","","","","","","","","",NA,NA
"3208","19","2","9","6","8","","","","","","","","",NA,NA
"3209","19","2","8","3","5","","","","","","","","",NA,NA
"3210","19","2","1","6","1","","","","","","","","",NA,NA
"3211","19","2","1","12","1","","","","","","","","",NA,NA
"3213","19","2","9","0","8","","","","","","","","",NA,NA
"3216","19","2","5","3","3","","","","","","","","",NA,NA
"3217","19","2","7","3","8","","","","","","","","",NA,NA
"3219","19","2","9","3","9","","","","","","","","",NA,NA
"3221","19","2","8","9","8","","","","","","","","",NA,NA
"3223","19","2","3","12","3","","","","","","","","",NA,NA
"3225","19","2","7","0","7","","","","","","","","",NA,NA
"3227","19","2","7","6","8","","","","","","","","",NA,NA
"3228","19","2","3","9","3","","","","","","","","",NA,NA
"3232","19","2","5","0","3","","","","","","","","",NA,NA
"3234","19","2","7","3","7","","","","","","","","",NA,NA
"3235","19","2","7","3","5","","","","","","","","",NA,NA
"3236","19","2","2","6","2","","","","","","","","",NA,NA
"3237","19","2","1","12","3","","","","","","","","",NA,NA
"3241","19","2","9","9","9","","","","","","","","",NA,NA
"3242","19","2","5","9","5","","","","","","","","",NA,NA
"3243","19","2","7","6","7","","","","","","","","",NA,NA
"3244","19","2","5","3","4","","","","","","","","",NA,NA
"3246","19","2","7","0","5","","","","","","","","",NA,NA
"3247","19","2","6","0","4","","","","","","","","",NA,NA
"3248","19","2","8","3","8","","","","","","","","",NA,NA
"3250","19","2","4","9","2","","","","","","","","",NA,NA
"3251","19","2","","0","","6","5","3","6","4","3","4","6",NA,NA
"3252","19","2","","6","","4","4","4","6","4","3","4","5",NA,NA
"3253","19","2","","6","","5","5","4","6","4","4","4","6",NA,NA
"3254","19","2","","0","","7","6","3","6","5","2","3","5",NA,NA
"3255","19","2","","12","","2","3","3","4","1","5","5","2",NA,NA
"3256","19","2","","9","","4","3","3","5","4","4","4","4",NA,NA
"3257","19","2","","0","","7","5","3","7","7","1","1","7",NA,NA
"3258","19","2","","12","","1","3","2","4","1","6","5","2",NA,NA
"3259","19","2","","0","","7","3","3","5","5","1","2","6",NA,NA
"3260","19","2","","6","","4","4","3","6","4","4","4","5",NA,NA
"3261","19","2","","3","","4","3","3","4","4","5","4","3",NA,NA
"3262","19","2","","3","","4","3","3","3","5","4","4","3",NA,NA
"3263","19","2","","12","","1","3","3","4","1","6","6","2",NA,NA
"3264","19","2","","6","","5","4","3","5","4","4","4","4",NA,NA
"3265","19","2","","9","","1","3","3","4","1","6","5","3",NA,NA
"3266","19","2","","12","","1","3","3","4","3","7","6","2",NA,NA
"3267","19","2","","9","","5","4","4","5","4","4","5","4",NA,NA
"3268","19","2","","9","","3","4","3","4","1","6","5","3",NA,NA
"3269","19","2","","6","","5","4","4","5","4","2","3","5",NA,NA
"3270","19","2","","3","","7","5","4","6","7","4","3","5",NA,NA
"3271","19","2","","9","","3","4","5","4","4","4","4","4",NA,NA
"3272","19","2","","3","","7","4","3","5","5","3","1","5",NA,NA
"3273","19","2","","12","","3","3","4","4","3","6","6","4",NA,NA
"3274","19","2","","3","","5","5","3","6","5","4","3","5",NA,NA
